Month,Year,Adm1,Temp,MoY
1,2010,Arusha,19.6025129,1_2010
2,2010,Arusha,20.18067857,2_2010
3,2010,Arusha,20.19046452,3_2010
4,2010,Arusha,19.51330333,4_2010
5,2010,Arusha,18.31866774,5_2010
6,2010,Arusha,17.06696333,6_2010
7,2010,Arusha,16.03779677,7_2010
8,2010,Arusha,16.92461935,8_2010
9,2010,Arusha,18.31300333,9_2010
10,2010,Arusha,20.39967097,10_2010
11,2010,Arusha,20.35730333,11_2010
12,2010,Arusha,19.88719355,12_2010
1,2011,Arusha,19.41955484,1_2011
2,2011,Arusha,19.78343929,2_2011
3,2011,Arusha,20.0474871,3_2011
4,2011,Arusha,18.98307667,4_2011
5,2011,Arusha,17.78578065,5_2011
6,2011,Arusha,16.96850667,6_2011
7,2011,Arusha,16.23712903,7_2011
8,2011,Arusha,16.51479355,8_2011
9,2011,Arusha,18.22690667,9_2011
10,2011,Arusha,19.68342258,10_2011
11,2011,Arusha,20.4016,11_2011
12,2011,Arusha,19.77356129,12_2011
1,2012,Arusha,20.0384129,1_2012
2,2012,Arusha,19.94798276,2_2012
3,2012,Arusha,20.52134194,3_2012
4,2012,Arusha,18.93304,4_2012
5,2012,Arusha,17.96584516,5_2012
6,2012,Arusha,16.54088,6_2012
7,2012,Arusha,15.78866452,7_2012
8,2012,Arusha,16.79635161,8_2012
9,2012,Arusha,18.18858667,9_2012
10,2012,Arusha,19.92676129,10_2012
11,2012,Arusha,20.19965,11_2012
12,2012,Arusha,19.8545,12_2012
1,2013,Arusha,19.39142581,1_2013
2,2013,Arusha,19.72566786,2_2013
3,2013,Arusha,19.82469677,3_2013
4,2013,Arusha,18.52009333,4_2013
5,2013,Arusha,17.11607097,5_2013
6,2013,Arusha,15.88439667,6_2013
7,2013,Arusha,15.46647419,7_2013
8,2013,Arusha,16.42655161,8_2013
9,2013,Arusha,18.70986667,9_2013
10,2013,Arusha,19.44889677,10_2013
11,2013,Arusha,20.08711667,11_2013
12,2013,Arusha,19.05854194,12_2013
1,2014,Arusha,19.28601935,1_2014
2,2014,Arusha,19.33279643,2_2014
3,2014,Arusha,19.32151935,3_2014
4,2014,Arusha,18.62400667,4_2014
5,2014,Arusha,17.51874194,5_2014
6,2014,Arusha,16.69404,6_2014
7,2014,Arusha,15.88841613,7_2014
8,2014,Arusha,17.18906452,8_2014
9,2014,Arusha,17.66479,9_2014
10,2014,Arusha,19.95900645,10_2014
11,2014,Arusha,20.29036333,11_2014
12,2014,Arusha,19.52021613,12_2014
1,2015,Arusha,19.79922581,1_2015
2,2015,Arusha,19.93626786,2_2015
3,2015,Arusha,19.90772581,3_2015
4,2015,Arusha,18.91319667,4_2015
5,2015,Arusha,17.85134839,5_2015
6,2015,Arusha,17.12193,6_2015
7,2015,Arusha,16.14445484,7_2015
8,2015,Arusha,16.69587419,8_2015
9,2015,Arusha,18.55373,9_2015
10,2015,Arusha,20.0895871,10_2015
11,2015,Arusha,20.37561333,11_2015
12,2015,Arusha,19.68334516,12_2015
1,2016,Arusha,19.55284194,1_2016
2,2016,Arusha,19.72562759,2_2016
3,2016,Arusha,20.70947419,3_2016
4,2016,Arusha,18.98833667,4_2016
5,2016,Arusha,17.45251935,5_2016
6,2016,Arusha,16.23608,6_2016
7,2016,Arusha,15.84296129,7_2016
8,2016,Arusha,16.47545806,8_2016
9,2016,Arusha,17.66466,9_2016
10,2016,Arusha,19.75770323,10_2016
11,2016,Arusha,19.65737333,11_2016
12,2016,Arusha,19.58878065,12_2016
1,2017,Arusha,19.91144516,1_2017
2,2017,Arusha,19.39659286,2_2017
3,2017,Arusha,20.37364516,3_2017
4,2017,Arusha,18.91611333,4_2017
5,2017,Arusha,17.72393226,5_2017
6,2017,Arusha,16.69322,6_2017
7,2017,Arusha,16.11532903,7_2017
8,2017,Arusha,17.0916129,8_2017
9,2017,Arusha,18.49412,9_2017
10,2017,Arusha,20.38253548,10_2017
11,2017,Arusha,19.79150333,11_2017
12,2017,Arusha,20.17826129,12_2017
1,2018,Arusha,19.36352258,1_2018
2,2018,Arusha,19.55828929,2_2018
3,2018,Arusha,18.58474194,3_2018
4,2018,Arusha,18.07025,4_2018
5,2018,Arusha,17.13257742,5_2018
6,2018,Arusha,16.16098667,6_2018
7,2018,Arusha,15.66342581,7_2018
8,2018,Arusha,16.59199677,8_2018
9,2018,Arusha,17.4321,9_2018
1,2010,DarEsSalaam,27.93210323,1_2010
2,2010,DarEsSalaam,28.28913214,2_2010
3,2010,DarEsSalaam,27.84237097,3_2010
4,2010,DarEsSalaam,26.43359,4_2010
5,2010,DarEsSalaam,26.13271613,5_2010
6,2010,DarEsSalaam,25.34085667,6_2010
7,2010,DarEsSalaam,24.38196452,7_2010
8,2010,DarEsSalaam,24.84207419,8_2010
9,2010,DarEsSalaam,25.75924,9_2010
10,2010,DarEsSalaam,28.39676774,10_2010
11,2010,DarEsSalaam,27.49409333,11_2010
12,2010,DarEsSalaam,27.11034516,12_2010
1,2011,DarEsSalaam,27.58821935,1_2011
2,2011,DarEsSalaam,27.17315357,2_2011
3,2011,DarEsSalaam,27.43949677,3_2011
4,2011,DarEsSalaam,25.37700333,4_2011
5,2011,DarEsSalaam,24.44993871,5_2011
6,2011,DarEsSalaam,23.83828667,6_2011
7,2011,DarEsSalaam,23.91358065,7_2011
8,2011,DarEsSalaam,24.79330968,8_2011
9,2011,DarEsSalaam,25.79364333,9_2011
10,2011,DarEsSalaam,27.27460323,10_2011
11,2011,DarEsSalaam,28.47381,11_2011
12,2011,DarEsSalaam,27.49659355,12_2011
1,2012,DarEsSalaam,27.86695161,1_2012
2,2012,DarEsSalaam,27.82811724,2_2012
3,2012,DarEsSalaam,27.30853226,3_2012
4,2012,DarEsSalaam,25.58724667,4_2012
5,2012,DarEsSalaam,24.47174516,5_2012
6,2012,DarEsSalaam,23.86516,6_2012
7,2012,DarEsSalaam,23.79857097,7_2012
8,2012,DarEsSalaam,24.96448065,8_2012
9,2012,DarEsSalaam,26.57720333,9_2012
10,2012,DarEsSalaam,28.42147097,10_2012
11,2012,DarEsSalaam,28.38805,11_2012
12,2012,DarEsSalaam,27.42875806,12_2012
1,2013,DarEsSalaam,27.30422258,1_2013
2,2013,DarEsSalaam,28.09027857,2_2013
3,2013,DarEsSalaam,26.5160129,3_2013
4,2013,DarEsSalaam,25.35742667,4_2013
5,2013,DarEsSalaam,24.03276774,5_2013
6,2013,DarEsSalaam,23.044,6_2013
7,2013,DarEsSalaam,23.20225161,7_2013
8,2013,DarEsSalaam,24.33087742,8_2013
9,2013,DarEsSalaam,26.64516,9_2013
10,2013,DarEsSalaam,26.96681613,10_2013
11,2013,DarEsSalaam,28.11344667,11_2013
12,2013,DarEsSalaam,27.66263548,12_2013
1,2014,DarEsSalaam,27.90152903,1_2014
2,2014,DarEsSalaam,27.66651429,2_2014
3,2014,DarEsSalaam,26.41582903,3_2014
4,2014,DarEsSalaam,25.24998667,4_2014
5,2014,DarEsSalaam,23.98112581,5_2014
6,2014,DarEsSalaam,23.49730333,6_2014
7,2014,DarEsSalaam,23.46174194,7_2014
8,2014,DarEsSalaam,24.82746774,8_2014
9,2014,DarEsSalaam,25.62972333,9_2014
10,2014,DarEsSalaam,27.46217419,10_2014
11,2014,DarEsSalaam,28.27297,11_2014
12,2014,DarEsSalaam,27.43617742,12_2014
1,2015,DarEsSalaam,26.7163871,1_2015
2,2015,DarEsSalaam,28.357225,2_2015
3,2015,DarEsSalaam,27.25553871,3_2015
4,2015,DarEsSalaam,25.62334667,4_2015
5,2015,DarEsSalaam,24.7559,5_2015
6,2015,DarEsSalaam,24.16165333,6_2015
7,2015,DarEsSalaam,24.28519355,7_2015
8,2015,DarEsSalaam,25.3168129,8_2015
9,2015,DarEsSalaam,27.00974667,9_2015
10,2015,DarEsSalaam,28.60702903,10_2015
11,2015,DarEsSalaam,27.53303667,11_2015
12,2015,DarEsSalaam,28.12396774,12_2015
1,2016,DarEsSalaam,27.65654839,1_2016
2,2016,DarEsSalaam,27.65522069,2_2016
3,2016,DarEsSalaam,28.48672903,3_2016
4,2016,DarEsSalaam,26.18812667,4_2016
5,2016,DarEsSalaam,24.39538065,5_2016
6,2016,DarEsSalaam,23.88339667,6_2016
7,2016,DarEsSalaam,23.53878065,7_2016
8,2016,DarEsSalaam,25.01374516,8_2016
9,2016,DarEsSalaam,25.99672667,9_2016
10,2016,DarEsSalaam,28.18304516,10_2016
11,2016,DarEsSalaam,28.45663,11_2016
12,2016,DarEsSalaam,27.98690323,12_2016
1,2017,DarEsSalaam,27.89905484,1_2017
2,2017,DarEsSalaam,27.90513571,2_2017
3,2017,DarEsSalaam,27.17586452,3_2017
4,2017,DarEsSalaam,25.29909,4_2017
5,2017,DarEsSalaam,24.01002903,5_2017
6,2017,DarEsSalaam,23.55917667,6_2017
7,2017,DarEsSalaam,23.62661613,7_2017
8,2017,DarEsSalaam,24.54046129,8_2017
9,2017,DarEsSalaam,26.37783333,9_2017
10,2017,DarEsSalaam,27.86756774,10_2017
11,2017,DarEsSalaam,27.40791,11_2017
12,2017,DarEsSalaam,27.47997097,12_2017
1,2018,DarEsSalaam,26.63922258,1_2018
2,2018,DarEsSalaam,28.42891786,2_2018
3,2018,DarEsSalaam,26.40552258,3_2018
4,2018,DarEsSalaam,24.92925667,4_2018
5,2018,DarEsSalaam,24.49612258,5_2018
6,2018,DarEsSalaam,23.09622667,6_2018
7,2018,DarEsSalaam,23.31796129,7_2018
8,2018,DarEsSalaam,25.06980323,8_2018
9,2018,DarEsSalaam,25.6293875,9_2018
1,2010,Dodoma,20.49350968,1_2010
2,2010,Dodoma,20.67950714,2_2010
3,2010,Dodoma,21.13421613,3_2010
4,2010,Dodoma,20.73987333,4_2010
5,2010,Dodoma,20.44175484,5_2010
6,2010,Dodoma,18.64482667,6_2010
7,2010,Dodoma,17.32041613,7_2010
8,2010,Dodoma,18.02193548,8_2010
9,2010,Dodoma,19.38788333,9_2010
10,2010,Dodoma,21.65488387,10_2010
11,2010,Dodoma,22.15435,11_2010
12,2010,Dodoma,21.52856129,12_2010
1,2011,Dodoma,20.4169129,1_2011
2,2011,Dodoma,20.1327,2_2011
3,2011,Dodoma,19.96660645,3_2011
4,2011,Dodoma,19.22106667,4_2011
5,2011,Dodoma,18.73844194,5_2011
6,2011,Dodoma,18.07339,6_2011
7,2011,Dodoma,17.18347097,7_2011
8,2011,Dodoma,18.14948387,8_2011
9,2011,Dodoma,19.89601,9_2011
10,2011,Dodoma,22.08329032,10_2011
11,2011,Dodoma,23.23248,11_2011
12,2011,Dodoma,21.54700645,12_2011
1,2012,Dodoma,20.99382903,1_2012
2,2012,Dodoma,20.73169655,2_2012
3,2012,Dodoma,20.15541935,3_2012
4,2012,Dodoma,19.12116333,4_2012
5,2012,Dodoma,18.69435161,5_2012
6,2012,Dodoma,17.80219333,6_2012
7,2012,Dodoma,17.06577097,7_2012
8,2012,Dodoma,18.29050323,8_2012
9,2012,Dodoma,19.82379,9_2012
10,2012,Dodoma,22.11647419,10_2012
11,2012,Dodoma,22.96358333,11_2012
12,2012,Dodoma,22.15766129,12_2012
1,2013,Dodoma,20.52887419,1_2013
2,2013,Dodoma,20.04081786,2_2013
3,2013,Dodoma,19.72633871,3_2013
4,2013,Dodoma,19.51089,4_2013
5,2013,Dodoma,18.13685806,5_2013
6,2013,Dodoma,16.65772667,6_2013
7,2013,Dodoma,16.45227742,7_2013
8,2013,Dodoma,17.48207419,8_2013
9,2013,Dodoma,19.75932333,9_2013
10,2013,Dodoma,21.35217097,10_2013
11,2013,Dodoma,22.76241,11_2013
12,2013,Dodoma,21.89575484,12_2013
1,2014,Dodoma,20.82503548,1_2014
2,2014,Dodoma,20.26365,2_2014
3,2014,Dodoma,19.61636452,3_2014
4,2014,Dodoma,18.86893667,4_2014
5,2014,Dodoma,18.25474194,5_2014
6,2014,Dodoma,17.45395,6_2014
7,2014,Dodoma,16.78020323,7_2014
8,2014,Dodoma,18.35536452,8_2014
9,2014,Dodoma,19.49632,9_2014
10,2014,Dodoma,21.92253871,10_2014
11,2014,Dodoma,22.75662,11_2014
12,2014,Dodoma,21.70098065,12_2014
1,2015,Dodoma,20.18280323,1_2015
2,2015,Dodoma,20.48136786,2_2015
3,2015,Dodoma,19.88625161,3_2015
4,2015,Dodoma,19.48852667,4_2015
5,2015,Dodoma,18.83981613,5_2015
6,2015,Dodoma,18.18369,6_2015
7,2015,Dodoma,17.18946452,7_2015
8,2015,Dodoma,18.12774516,8_2015
9,2015,Dodoma,20.05977,9_2015
10,2015,Dodoma,22.49989677,10_2015
11,2015,Dodoma,23.03684,11_2015
12,2015,Dodoma,22.26652581,12_2015
1,2016,Dodoma,20.53417742,1_2016
2,2016,Dodoma,19.9346931,2_2016
3,2016,Dodoma,20.81275806,3_2016
4,2016,Dodoma,19.77513333,4_2016
5,2016,Dodoma,17.87020968,5_2016
6,2016,Dodoma,17.20610333,6_2016
7,2016,Dodoma,16.8720129,7_2016
8,2016,Dodoma,18.01792903,8_2016
9,2016,Dodoma,19.20988,9_2016
10,2016,Dodoma,21.38109355,10_2016
11,2016,Dodoma,22.65395333,11_2016
12,2016,Dodoma,21.92498387,12_2016
1,2017,Dodoma,21.3669871,1_2017
2,2017,Dodoma,20.39370714,2_2017
3,2017,Dodoma,20.09663226,3_2017
4,2017,Dodoma,19.48197,4_2017
5,2017,Dodoma,18.63527097,5_2017
6,2017,Dodoma,17.62557667,6_2017
7,2017,Dodoma,17.16060968,7_2017
8,2017,Dodoma,18.59014194,8_2017
9,2017,Dodoma,20.20223,9_2017
10,2017,Dodoma,22.42894839,10_2017
11,2017,Dodoma,22.59006,11_2017
12,2017,Dodoma,22.56281613,12_2017
1,2018,Dodoma,19.94549677,1_2018
2,2018,Dodoma,19.90198214,2_2018
3,2018,Dodoma,19.66210645,3_2018
4,2018,Dodoma,18.92373,4_2018
5,2018,Dodoma,18.82024194,5_2018
6,2018,Dodoma,17.50972333,6_2018
7,2018,Dodoma,17.05280323,7_2018
8,2018,Dodoma,18.20039032,8_2018
9,2018,Dodoma,19.1791375,9_2018
1,2010,Iringa,20.2856,1_2010
2,2010,Iringa,20.064175,2_2010
3,2010,Iringa,20.16938387,3_2010
4,2010,Iringa,19.74508667,4_2010
5,2010,Iringa,18.91338387,5_2010
6,2010,Iringa,16.86247667,6_2010
7,2010,Iringa,15.95650968,7_2010
8,2010,Iringa,16.83394839,8_2010
9,2010,Iringa,18.89994,9_2010
10,2010,Iringa,21.50796774,10_2010
11,2010,Iringa,21.99601333,11_2010
12,2010,Iringa,21.0187,12_2010
1,2011,Iringa,19.91331935,1_2011
2,2011,Iringa,19.30243929,2_2011
3,2011,Iringa,19.16161613,3_2011
4,2011,Iringa,18.50626333,4_2011
5,2011,Iringa,17.60093226,5_2011
6,2011,Iringa,16.77822,6_2011
7,2011,Iringa,15.77765484,7_2011
8,2011,Iringa,16.94796452,8_2011
9,2011,Iringa,18.68458333,9_2011
10,2011,Iringa,20.71840323,10_2011
11,2011,Iringa,22.09353,11_2011
12,2011,Iringa,20.48176774,12_2011
1,2012,Iringa,19.96715806,1_2012
2,2012,Iringa,19.77674138,2_2012
3,2012,Iringa,19.13029032,3_2012
4,2012,Iringa,18.11431667,4_2012
5,2012,Iringa,17.33910968,5_2012
6,2012,Iringa,16.02253,6_2012
7,2012,Iringa,15.61813871,7_2012
8,2012,Iringa,17.26856129,8_2012
9,2012,Iringa,19.13432,9_2012
10,2012,Iringa,21.34472258,10_2012
11,2012,Iringa,21.28622333,11_2012
12,2012,Iringa,21.17936774,12_2012
1,2013,Iringa,19.82714516,1_2013
2,2013,Iringa,19.66926071,2_2013
3,2013,Iringa,18.95046774,3_2013
4,2013,Iringa,18.55914667,4_2013
5,2013,Iringa,17.1958129,5_2013
6,2013,Iringa,15.48568333,6_2013
7,2013,Iringa,15.49400645,7_2013
8,2013,Iringa,16.64951613,8_2013
9,2013,Iringa,19.30029,9_2013
10,2013,Iringa,20.52342903,10_2013
11,2013,Iringa,21.85402333,11_2013
12,2013,Iringa,20.98121613,12_2013
1,2014,Iringa,19.82283548,1_2014
2,2014,Iringa,19.4461,2_2014
3,2014,Iringa,18.92491613,3_2014
4,2014,Iringa,18.20355667,4_2014
5,2014,Iringa,17.11322581,5_2014
6,2014,Iringa,16.30224333,6_2014
7,2014,Iringa,15.67618387,7_2014
8,2014,Iringa,17.50464516,8_2014
9,2014,Iringa,18.32324333,9_2014
10,2014,Iringa,20.93421935,10_2014
11,2014,Iringa,21.70999667,11_2014
12,2014,Iringa,21.06016774,12_2014
1,2015,Iringa,19.30768387,1_2015
2,2015,Iringa,19.92034286,2_2015
3,2015,Iringa,18.99286774,3_2015
4,2015,Iringa,18.86662333,4_2015
5,2015,Iringa,17.8593,5_2015
6,2015,Iringa,16.61505333,6_2015
7,2015,Iringa,16.23103871,7_2015
8,2015,Iringa,17.19232581,8_2015
9,2015,Iringa,19.32702,9_2015
10,2015,Iringa,21.28477097,10_2015
11,2015,Iringa,21.61788,11_2015
12,2015,Iringa,21.06852903,12_2015
1,2016,Iringa,19.69026129,1_2016
2,2016,Iringa,19.62128621,2_2016
3,2016,Iringa,20.40787097,3_2016
4,2016,Iringa,18.9078,4_2016
5,2016,Iringa,16.70206774,5_2016
6,2016,Iringa,15.77775333,6_2016
7,2016,Iringa,15.43703548,7_2016
8,2016,Iringa,16.83838387,8_2016
9,2016,Iringa,18.5179,9_2016
10,2016,Iringa,21.12796452,10_2016
11,2016,Iringa,21.98047667,11_2016
12,2016,Iringa,20.84137419,12_2016
1,2017,Iringa,20.21469032,1_2017
2,2017,Iringa,19.59426786,2_2017
3,2017,Iringa,19.2511129,3_2017
4,2017,Iringa,18.39334333,4_2017
5,2017,Iringa,17.53652903,5_2017
6,2017,Iringa,16.50174667,6_2017
7,2017,Iringa,16.01225161,7_2017
8,2017,Iringa,16.93630968,8_2017
9,2017,Iringa,19.41595333,9_2017
10,2017,Iringa,21.73895161,10_2017
11,2017,Iringa,21.36075333,11_2017
12,2017,Iringa,20.98736452,12_2017
1,2018,Iringa,19.0047,1_2018
2,2018,Iringa,19.26939286,2_2018
3,2018,Iringa,18.98199032,3_2018
4,2018,Iringa,18.38754667,4_2018
5,2018,Iringa,17.67013871,5_2018
6,2018,Iringa,16.20178,6_2018
7,2018,Iringa,15.3617,7_2018
8,2018,Iringa,17.18421935,8_2018
9,2018,Iringa,17.7914375,9_2018
1,2010,Kagera,19.55884194,1_2010
2,2010,Kagera,20.20208929,2_2010
3,2010,Kagera,19.9407871,3_2010
4,2010,Kagera,20.48537667,4_2010
5,2010,Kagera,19.99253548,5_2010
6,2010,Kagera,19.83712333,6_2010
7,2010,Kagera,20.01274194,7_2010
8,2010,Kagera,20.61796774,8_2010
9,2010,Kagera,20.73307667,9_2010
10,2010,Kagera,21.21967419,10_2010
11,2010,Kagera,21.03745,11_2010
12,2010,Kagera,19.36953548,12_2010
1,2011,Kagera,19.55022903,1_2011
2,2011,Kagera,19.91190357,2_2011
3,2011,Kagera,19.64107097,3_2011
4,2011,Kagera,19.50196667,4_2011
5,2011,Kagera,19.40807419,5_2011
6,2011,Kagera,19.12294667,6_2011
7,2011,Kagera,19.1617129,7_2011
8,2011,Kagera,19.70134194,8_2011
9,2011,Kagera,20.0987,9_2011
10,2011,Kagera,19.86812903,10_2011
11,2011,Kagera,19.72114,11_2011
12,2011,Kagera,19.32350645,12_2011
1,2012,Kagera,19.78890645,1_2012
2,2012,Kagera,19.67048621,2_2012
3,2012,Kagera,20.16313226,3_2012
4,2012,Kagera,19.49156667,4_2012
5,2012,Kagera,19.02843871,5_2012
6,2012,Kagera,18.67279333,6_2012
7,2012,Kagera,19.52001935,7_2012
8,2012,Kagera,20.08298065,8_2012
9,2012,Kagera,20.63556667,9_2012
10,2012,Kagera,20.93724194,10_2012
11,2012,Kagera,19.72216333,11_2012
12,2012,Kagera,19.31406774,12_2012
1,2013,Kagera,19.89505806,1_2013
2,2013,Kagera,20.02505357,2_2013
3,2013,Kagera,20.2372129,3_2013
